matrix_id,nrows,ncols,nnz,density,nnz_per_row_mean,nnz_per_row_std,nnz_per_row_min,nnz_per_row_max,zero_diag_fraction,diag_abs_mean,diag_abs_std,diag_dominance_fraction,norm_1,norm_inf,symmetry_score_struct
adder_dcop_37,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.002562663338946,0.008200029375683,0.5741864313292885,1.6722431543584546,1.6726585379668668,0.7045171616574782
adder_dcop_38,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025542269830825,0.0081104314670362,0.5686707115278544,1.6641049379554669,1.6643690204895814,0.7045171616574782
adder_dcop_39,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025505653227666,0.008104921353515,0.5703254274682846,1.6636674769244886,1.663698112543071,0.7045171616574782
adder_dcop_40,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025529327845037,0.0081366319315795,0.5752895752895753,1.6663587438262597,1.6664332086504678,0.7045171616574782
adder_dcop_41,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025507983735093,0.0081074494731644,0.583011583011583,1.6637708582201514,1.663825889456295,0.7045171616574782
adder_dcop_42,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025488696984332,0.0081028669032567,0.5819084390512962,1.6634665698526443,1.6634146118427555,0.7045171616574782
adder_dcop_43,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025505451009055,0.0081078509257647,0.5808052950910094,1.6638170142481814,1.6638528016257252,0.7045171616574782
adder_dcop_44,1813,1813,11245,0.0034210848961459,6.202426916712631,30.777180009439817,1.0,1310.0,0.0066188637617209,0.0025485625678016,0.0081039054578396,0.5874241588527302,1.66355173570062,1.6635181026248085,0.7045798132503335
adder_dcop_45,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025508465296957,0.008108512124277,0.592388306674021,1.6638455206057867,1.6638803165525535,0.7045171616574782
adder_dcop_46,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.002549074555118,0.0081057722658266,0.5852178709321566,1.66367912562501,1.6636746775354747,0.7045171616574782
adder_dcop_47,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025457602338458,0.0081029781819476,0.5824600110314396,1.6636236520843586,1.6635141183322646,0.7045171616574782
adder_dcop_48,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025373955658895,0.0081022419723614,0.5852178709321566,1.6635433479995034,1.663825076393251,0.7045171616574782
adder_dcop_49,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025383608457184,0.0081047402315999,0.5835631549917264,1.6636244360521306,1.663624437766822,0.7045171616574782
adder_dcop_50,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025348209364126,0.0081000054169912,0.5819084390512962,1.6632831586815089,1.663926200243326,0.7045171616574782
adder_dcop_51,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025320821235029,0.0080521867529333,0.5885273028130171,1.6591147898443828,1.6591147895271172,0.7045171616574782
adder_dcop_52,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025247709310464,0.0078869265161191,0.5918367346938775,1.644496627985961,1.6446527008819245,0.7045171616574782
adder_dcop_53,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025270348975818,0.007889619485872,0.5879757308328737,1.6445593111252568,1.644560583169798,0.7045171616574782
adder_dcop_54,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025284933577684,0.007889987960835,0.5879757308328737,1.64456283573732,1.6445628746392855,0.7045171616574782
adder_dcop_55,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025302373187811,0.0078900195073765,0.5808052950910094,1.6445628279512596,1.644562827354544,0.7045171616574782
adder_dcop_56,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025286682433843,0.0078901345757948,0.580253723110866,1.6445628279426496,1.6445628273413209,0.7045171616574782
adder_dcop_57,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025280630292207,0.0078902544336159,0.5929398786541644,1.64456282794147,1.6445628273392063,0.7045171616574782
adder_dcop_58,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025277900763482,0.0078903275480729,0.5907335907335908,1.6445628279412086,1.6445628273388682,0.7045171616574782
adder_dcop_59,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276796084105,0.0078903606149327,0.5758411472697187,1.644562827941095,1.644562827338755,0.7045171616574782
adder_dcop_60,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276366252151,0.0078903740336654,0.5868725868725869,1.6445628279410078,1.644562827338667,0.7045171616574782
adder_dcop_61,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276199520114,0.0078903793221986,0.5697738554881412,1.6445628279409163,1.644562827338576,0.7045171616574782
adder_dcop_62,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.002527613501188,0.0078903813808416,0.6028681742967458,1.644562827940847,1.644562827338507,0.7045171616574782
adder_dcop_63,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276110315255,0.0078903821708352,0.5857694429123,1.644562827940771,1.6445628273384307,0.7045171616574782
adder_dcop_64,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276100976008,0.0078903824698462,0.6028681742967458,1.6445628279407147,1.6445628273383743,0.7045171616574782
adder_dcop_65,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276097490201,0.0078903825814879,0.6028681742967458,1.6445628279407143,1.644562827338374,0.7045171616574782
adder_dcop_66,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276096278794,0.0078903826202922,0.6028681742967458,1.6445628279408149,1.6445628273384745,0.7045171616574782
adder_dcop_67,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276095882129,0.0078903826329983,0.5863210148924435,1.6445628279407938,1.6445628273384534,0.7045171616574782
adder_dcop_68,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276095684017,0.0078903826393438,0.5863210148924435,1.644562827940731,1.6445628273383903,0.7045171616574782
adder_dcop_69,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025276095623314,0.0078903826412882,0.5868725868725869,1.6445628279407074,1.644562827338367,0.7045171616574782
adder_trans_01,1814,1814,14579,0.0044305043827926,8.036934950385888,33.67485529990974,1.0,1335.0,0.0049614112458654,0.0223023426261581,0.1698468954839814,0.9575523704520396,14.95448967559856,14.952152437562448,1.0
adder_trans_02,1814,1814,14579,0.0044305043827926,8.036934950385888,33.67485529990974,1.0,1335.0,0.0049614112458654,0.0223023464402755,0.1698468893371001,0.9570011025358324,14.95448908946042,14.952151833943716,1.0
af_shell10,1508065,1508065,52672325,2.3160203308214544e-05,34.92709200200257,0.9015463191726046,15.0,35.0,0.0,220077.4086111365,178843.5462786776,2.6524055660730806e-06,1384799.1571629993,1384799.1571629995,1.0
aft01,8205,8205,125567,0.0018651696825815,15.303717245581964,3.8952014515090063,8.0,21.0,0.0,121876904340.65062,11039114563533.549,0.0001218769043266,1000000000000185.4,1000000000000185.4,1.0
airfoil1,4253,4253,24578,0.0013588007392079,5.778979543851399,0.7067310603958666,3.0,9.0,1.0,0.0,0.0,0.0,9.0,9.0,1.0
airfoil1_dual,8034,8034,23626,0.0003660383127743,2.9407518048294747,0.2360886412760271,2.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0
apache2,715176,715176,4817870,9.419529563343244e-06,6.736621474993568,0.4480980083096667,4.0,8.0,0.0,19057.262449259717,19483.066291884003,0.9999972034855756,120096.0,120096.0,1.0
as-735,7716,7716,26467,0.0004445496569374,3.430145152928979,22.981655147813004,0.0,1459.0,0.828538102643857,0.1714618973561431,0.3769120787546806,0.1717210990150336,1459.0,1459.0,1.0
atmosmodj,1270432,1270432,8814880,5.461520344538144e-06,6.938490214352283,0.2448581117926545,4.0,7.0,0.0,95766.00914701282,2.9103830456733704e-11,1.0,191532.00829402573,191532.00829402573,1.0
audikw_1,943695,943695,77651847,8.719437762491309e-05,82.28489819274236,42.44525462107925,21.0,345.0,0.0,2343669.905295385,23203069.14216955,4.238657617132654e-06,46359249820.30578,46359249820.30578,1.0
b2_ss,1089,1089,4228,0.003565161591708,3.882460973370064,2.1962809797376064,1.0,11.0,0.9990817263544536,0.0009182736455463,0.0302891138704694,0.0,300005.0234602,200001.0,0.0151371807000946
b_dyn,1089,1089,4264,0.0035955177452798,3.915518824609734,2.196965043226857,1.0,11.0,0.9981634527089072,5.2050912350780534e-05,0.0017152948137969,0.0009182736455463,29137.14415232397,29166.819980969995,0.0150093808630394
barth,6691,6691,26439,0.0005905585548333,3.951427290390076,1.6066301626870363,2.0,10.0,0.0,1.0,0.0,0.1534897623673591,10.0,10.0,0.2530731116910624
bayer03,6747,6747,56196,0.0012344797875682,8.329035126722989,8.427262622074807,1.0,34.0,0.9989625018526752,0.000163050892019,0.0131431356184598,0.0001482140210463,541830238.5998553,543846553.8249518,0.0032920492561748
bayer05,3268,3268,27836,0.0026064099932732,8.517747858017136,11.522554788625005,1.0,73.0,0.9993880048959608,0.0048288588791309,0.2760063544007528,0.0,3670643703055.47,1924191423061.008,0.0067538439430952
bayer06,3008,3008,27576,0.0030477238003621,9.16755319148936,11.787197137299165,1.0,73.0,0.9993351063829788,1.6590089517591464e-06,9.09736131027292e-05,0.0,1160759457.9322305,608482755.0400783,0.0068175224833188
bayer07,3268,3268,27836,0.0026064099932732,8.517747858017136,11.522554788625005,1.0,73.0,0.9993880048959608,0.0048288588789643,0.2760063543912314,0.0,3670643700074.083,1924191421512.406,0.0067538439430952
bayer08,3008,3008,27576,0.0030477238003621,9.16755319148936,11.787197137299165,1.0,73.0,0.9993351063829788,1.7730466216002274e-05,0.0009722699639174,0.0,12405482390.199718,6503089034.346631,0.0068175224833188
bayer09,3083,3083,21216,0.0022321144413154,6.881608822575414,7.731585894317324,1.0,34.0,0.9987025624391828,0.0003801518913729,0.0209021848143389,0.0003243593902043,1212873987.3183985,1214888750.269204,0.0213046757164404
bcspwr06,1454,1454,5300,0.0025069579909522,3.645116918844567,1.569324303322447,2.0,13.0,0.0,1.0,0.0,0.2262723521320495,13.0,13.0,1.0
bcspwr07,1612,1612,5824,0.0022412551028576,3.612903225806451,1.612692293899704,2.0,13.0,0.0,1.0,0.0,0.2549627791563275,13.0,13.0,1.0
bcspwr08,1624,1624,6050,0.0022939467106699,3.7253694581280783,1.7083384998305091,2.0,14.0,0.0,1.0,0.0,0.2389162561576354,14.0,14.0,1.0
bcspwr09,1723,1723,6511,0.0021931944613334,3.778874056877539,1.73669404881616,2.0,15.0,0.0,1.0,0.0,0.2315728380731282,15.0,15.0,1.0
bcspwr10,5300,5300,21842,0.0007775720897116,4.1211320754716985,1.4422357648539972,2.0,14.0,0.0,1.0,0.0,0.0445283018867924,14.0,14.0,1.0
bcsstk08,1074,1074,12960,0.0112356043818857,12.067039106145252,21.07477980305071,1.0,339.0,0.0,353302466.9814814,2988048294.3158917,0.1852886405959031,89548836809.70744,89548836809.70752,1.0
bcsstk09,1083,1083,18437,0.0157193050663788,17.02400738688827,4.0882887723126915,6.0,23.0,0.0,16907941.495540004,15912746.027832985,0.0036934441366574,101268095.61214805,101268095.61214805,1.0
bcsstk10,1086,1086,22070,0.0187129683329433,20.322283609576427,5.618405751004226,6.0,27.0,0.0,4239549.221562655,5843803.10210638,0.001841620626151,52137802.52820458,52137802.528204575,1.0
bcsstk11,1473,1473,34241,0.0157812335088852,23.245756958587915,6.7360797088906965,2.0,33.0,0.0,41913719.20596966,110554165.63224252,0.1493550577053632,741314969.3462641,741314969.3462641,1.0
bcsstk12,1473,1473,34241,0.0157812335088852,23.245756958587915,6.7360797088906965,2.0,33.0,0.0,41913719.20596966,110554165.63224252,0.1493550577053632,741314969.3462641,741314969.3462641,1.0
bcsstk13,2003,2003,83883,0.0209079790199872,41.87868197703445,22.80429140097886,5.0,95.0,0.0,33205291102.85173,110032353771.16373,0.1023464802795806,5159647209379.975,5159647209379.974,1.0
bcsstk14,1806,1806,63454,0.0194546540447799,35.135105204872644,9.54986430620322,1.0,48.0,0.0,635073898.5780517,1278646065.4360752,0.313953488372093,13100409789.523254,13100409789.523252,1.0
bcsstk15,3948,3948,117816,0.0075587500731392,29.8419452887538,7.645040870651159,1.0,44.0,0.0,291352197.27588254,770647467.1418028,0.3353596757852077,7966070845.882286,7966070845.882285,1.0
bcsstk16,4884,4884,290378,0.0121734142004412,59.45495495495496,17.314567406960837,1.0,81.0,0.0,698414585.0560925,318266594.43608904,0.0157657657657657,7008379365.769163,7008379365.769159,1.0
bcsstk17,10974,10974,428650,0.0035593682023042,39.06050665208675,15.413562059144663,1.0,150.0,0.0,79722141.58638468,275754681.99885505,0.0574084199015855,19534121273.779503,19534121273.779503,1.0
bcsstk18,11948,11948,149090,0.0010443788948628,12.478239035821897,7.624501400489682,1.0,49.0,0.0,571702847.8488781,1986724396.9240837,0.4458486776029461,51260429098.49053,51260429098.490524,1.0
bcsstk21,3600,3600,26600,0.0020524691358024,7.388888888888889,1.1283660206436603,4.0,9.0,0.0,27735762.4,28924206.83979101,0.0577777777777777,156594200.0,156594200.0,1.0
bcsstk23,3134,3134,45178,0.0045996948062076,14.415443522654757,4.866668097437276,2.0,31.0,0.0,497561593855527.4,1480182147886935.8,0.5539246968730057,3.1233654763624772e+16,3.1233654763624772e+16,1.0
bcsstk24,3562,3562,159910,0.0126034021225355,44.893318360471646,11.486381617157043,15.0,57.0,0.0,374716224803.8731,1928444925512.4187,0.3234138124649073,46889745567438.555,46889745567438.55,1.0
bcsstk26,1922,1922,30336,0.0082120493199396,15.783558792924037,5.693797877100476,3.0,33.0,0.0,1717655822.3966916,6934523827.960309,0.2127991675338189,228046562518.68137,228046562518.68137,1.0
bcsstk27,1224,1224,56126,0.037462888205391,45.85457516339869,9.793293122284812,15.0,54.0,0.0,317936.523296794,370571.082712976,0.1919934640522876,4307014.918110363,4307014.918110363,1.0
bcsstk30,28924,28924,2043492,0.0024426218412514,70.65039413635735,31.723145030541662,4.0,219.0,0.0,1.0,0.0,0.0,219.0,219.0,1.0
bcsstk37,25503,25503,1140977,0.0017542615643095,44.7389326745873,13.4037847002541,8.0,102.0,0.0,2656682.613301023,3977959.036892895,0.0,125243574.24151918,125243574.24151918,1.0
bcsstk39,46772,46772,2089294,0.0009550534440537,44.66975968528179,4.95388618876367,12.0,63.0,0.0,79764646.87094843,86665054.86898981,0.0013041990934747,1593313042.5849998,1593313042.5849998,1.0
bcsstm08,1074,1074,1074,0.0009310986964618,1.0,0.0,1.0,1.0,0.0,5123.8087100150715,69808.36975992753,1.0,1444061.02862,1444061.02862,1.0
bcsstm09,1083,1083,1083,0.0009233610341643,1.0,0.0,1.0,1.0,0.0,8.635739632699362e-05,0.0001220911700827,1.0,0.000259020384904,0.000259020384904,1.0
bcsstm10,1086,1086,22092,0.0187316219488619,20.34254143646409,5.618682217198215,6.0,27.0,0.0,5937.868408501607,4450.819051884123,0.001841620626151,40551.097789949934,40551.09778994994,1.0
bcsstm11,1473,1473,1473,0.0006788866259334,1.0,0.0,1.0,1.0,0.0,2.342501812548952,7.485219493852663,1.0,31.5781446884,31.5781446884,1.0
bcsstm12,1473,1473,19659,0.0090605785330794,13.34623217922607,5.16301942453602,2.0,22.0,0.0,0.5934806684456145,1.7940706371148352,0.2036659877800407,14.8956221951104,14.895622195110402,1.0
bcsstm13,2003,2003,21943,0.0054693297048934,10.955067398901647,15.970766417520672,1.0,70.0,0.3804293559660509,5.853760848686209,17.44486065436942,0.7923115327009486,257.926624,257.926624,1.0
bcsstm21,3600,3600,3600,0.0002777777777777,1.0,0.0,1.0,1.0,0.0,7.739961732711068e-05,6.923522643782438e-05,1.0,0.0001466056100061,0.0001466056100061,1.0
bcsstm23,3134,3134,3134,0.0003190810465858,1.0,0.0,1.0,1.0,0.0,363921.0607364929,557678.058170703,1.0,8270347.7171,8270347.7171,1.0
bcsstm24,3562,3562,3562,0.0002807411566535,1.0,0.0,1.0,1.0,0.0,35294.04478335808,98917.48864430556,1.0,1015347.127117,1015347.127117,1.0
bcsstm25,15439,15439,15439,6.477103439341926e-05,1.0,0.0,1.0,1.0,0.0,14103329.161045188,67566676.59048392,1.0,697709676.5337,697709676.5337,1.0
bcsstm26,1922,1922,1922,0.0005202913631633,1.0,0.0,1.0,1.0,0.0,0.1359896773696671,0.2234413441418855,1.0,1.512403544338,1.512403544338,1.0
bcsstm27,1224,1224,56126,0.037462888205391,45.85457516339869,9.793293122284812,15.0,54.0,0.0,469.6359161212399,482.4138025878811,0.0,4942.946921091703,4942.946921091703,1.0
bcsstm38,8032,8032,10485,0.0001625253220186,1.3054033864541832,1.9483445538779791,0.0,20.0,0.3527141434262948,0.1495314608814507,8.180165774489492,0.8949203187250996,541.1039992005715,541.1039992005715,1.0
bibd_81_2,3240,3240,3240,0.0003086419753086,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
bips98_1142,9735,9735,40983,0.0004324459501916,4.209861325115562,3.055693504812912,1.0,30.0,0.0288649203903441,234.9764475771207,1300.1020858629424,0.3281972265023112,1e+20,1e+20,0.847717346216724
bips98_606,7135,7135,34738,0.0006823651777291,4.868675543097408,3.289957303477979,1.0,30.0,0.0329362298528381,319.0142369434826,1509.8539366641255,0.2489138051857042,1e+20,1e+20,0.9268236513328344
blckhole,2132,2132,14872,0.0032718619869125,6.975609756097561,0.9531058411950916,1.0,20.0,0.0,1.0,0.0,0.0051594746716697,20.0,20.0,1.0
bloweya,30004,30004,150009,0.0001666322284433,4.999633382215705,57.76292893431764,2.0,10001.0,0.6666777762964938,1.3998200239968008,1.9797612752492972,0.0,10000.0,10000.0,1.0
bmw3_2,227362,227362,11288630,0.0002183762866954,49.65046929566066,13.811238350631644,2.0,336.0,0.0,397098949.724988,22394190028.05653,0.0151080655518512,5127265445313.0,5127265445313.0,1.0
bwm2000,2000,2000,7996,0.001999,3.998,0.0446766158073773,3.0,4.0,0.0,45685.530199240835,15224.360066413614,0.002,121829.68053130888,121828.23053130887,1.0
c-18,2169,2169,15145,0.0032192164157293,6.98248040571692,8.547950996067676,2.0,170.0,0.0,743.6200961825467,15688.961912468863,0.4933148916551406,641045.9968017861,641045.9968017861,1.0
c-19,2327,2327,21817,0.0040290463642274,9.37559088955737,11.990788140974685,2.0,362.0,0.0,115.4366657266852,507.8623350458775,0.2578427159432746,18505.337945977142,18505.337945977142,1.0
c-20,2921,2921,22685,0.0026587387768348,7.766175967134543,12.568923956734682,2.0,158.0,0.0,6022.336412137483,303800.65812150406,0.0602533378979801,16396728.84720961,16396728.84720961,1.0
c-21,3509,3509,32157,0.0026116128043013,9.164149330293531,13.475302234119628,2.0,451.0,0.0,13.811225436417164,152.87476605876924,0.1598746081504702,5973.283023153041,5973.283023153041,1.0
c-22,3792,3792,28872,0.0020078913635635,7.613924050632911,12.607144021641751,2.0,208.0,0.0,145.23084496017933,2465.842912591982,0.1039029535864978,64187.34171697891,64187.34171697891,1.0
c-23,3969,3969,31079,0.0019728989362698,7.830435878054925,14.971686416068032,2.0,655.0,0.0,17.832223941620665,92.0878078054639,0.1209372637944066,1214.6999299816,1214.6999299816002,1.0
c-24,4119,4119,35699,0.0021041295081427,8.666909444039815,15.064778791222226,2.0,232.0,0.0,39.527572724668374,868.3087522786132,0.1687302743384316,51113.18194552064,51113.18194552064,1.0
c-25,3797,3797,49635,0.0034427606619283,13.072162233342112,20.024545298677037,2.0,600.0,0.0,26.148548141319708,94.69602247256066,0.2275480642612589,2111.702025748477,2111.702025748477,1.0
c-26,4307,4307,34537,0.0018618078927134,8.01880659391688,12.52874546352066,2.0,438.0,0.0,160.54580480511524,7963.43112033833,0.1151613652194102,518813.7082217498,518813.7082217498,1.0
c-27,4563,4563,31375,0.0015068943236983,6.875958799035722,10.672230968556178,2.0,369.0,0.0,23.817083461145085,599.265663995498,0.0523778216085908,19187.95047901458,19187.95047901458,1.0
c-28,4598,4598,30590,0.001446910083076,6.652892561983471,9.007947007667024,2.0,386.0,0.0,838.150941477852,44235.01130000708,0.4488908220965637,2947530.923023412,2947530.923023412,1.0
c-29,5033,5033,43731,0.0017263766275504,8.688853566461354,15.979675800269428,2.0,481.0,0.0,497.3674552502565,31405.790335600144,0.1702761772302801,2228050.892549651,2228050.892549651,1.0
c-30,5321,5321,65693,0.0023202382252051,12.345987596316482,74.62895001152326,2.0,2110.0,0.0,1764.3630819858893,90754.23908383728,0.4698364968990791,4681991.993432323,4681991.993432323,1.0
c-31,5339,5339,78571,0.0027564012543658,14.716426297059376,29.92719726365996,2.0,458.0,0.0,27.684876198230775,863.5746165728088,0.2427420865330586,54941.00344651602,54941.00344651602,1.0
c-32,5975,5975,54471,0.0015257716076399,9.116485355648535,64.32080544234405,2.0,1986.0,0.0,93.28817799167282,733.883539155215,0.1117991631799163,7004.436117283922,7004.436117283922,1.0
c-33,6317,6317,56123,0.0014064332461443,8.88443881589362,34.67541808449368,2.0,986.0,0.0,52.56722479389574,2621.7173956111124,0.1247427576381193,205056.98875072435,205056.98875072415,1.0
c-34,6611,6611,64333,0.0014719717994978,9.731205566480108,17.040855780671777,2.0,862.0,0.0,0.67627163861513,21.47419248564395,0.0715474209650582,1731.871043700348,1731.871043700348,1.0
c-35,6537,6537,62891,0.0014717414800943,9.620774055377083,15.239171700592143,2.0,964.0,0.0,123.90479104282772,421.2321231159807,0.2638825149150987,18710.868111757063,18710.86811175706,1.0
c-36,7479,7479,65941,0.0011788769127609,8.816820430538842,28.448890243070743,2.0,674.0,0.0,11.138294834325928,192.50904031431875,0.1218077283059232,8742.117914872075,8742.117914872075,1.0
c-37,8204,8204,74676,0.001109506226048,9.102389078498293,14.832421599945675,2.0,652.0,0.0,40.88810115810792,845.7557897871983,0.1342028278888347,44090.5682739273,44090.5682739273,1.0
c-38,8127,8127,77689,0.0011762483082601,9.559370001230466,16.49926675244475,2.0,889.0,0.0,2.1443343269762685,15.006258666457253,0.053402239448751,1681.00000001,1681.00000001,1.0
c-39,9271,9271,136811,0.0015917243318817,14.756876280875847,41.23328770030742,2.0,668.0,0.0,41.90649501202617,2660.7541660338147,0.0596483658720742,252568.1120405957,252568.1120405957,1.0
c-40,9941,9941,81501,0.0008247129040111,8.198470978774772,44.15546400144456,2.0,1619.0,0.0,4.9072409301460755,53.38059127221231,0.0595513529825973,3627.2300136776503,3627.230013677663,1.0
c-41,9769,9769,101745,0.0010661366102363,10.41508854539871,18.000010850500047,2.0,939.0,0.0,29.9499550690169,855.8536241075923,0.0910021496570785,47878.37837314985,47878.37837314985,1.0
ca-GrQc,5242,5242,28980,0.0010546402643165,5.528424265547501,7.917909911362179,1.0,81.0,0.9977107974055704,0.0022892025944296,0.0477908165436756,0.0003815337657382,81.0,81.0,1.0
ca-HepTh,9877,9877,51971,0.0005327346755904,5.261820390806925,6.186390858877297,1.0,65.0,0.9974688670648982,0.0025311329351017,0.0502466546266176,0.0003037359522122,65.0,65.0,1.0
cage15,5154859,5154859,99199551,3.733155886314723e-06,19.24389221897243,5.73671936869018,3.0,47.0,0.0,0.6849099590403773,0.0925111756734844,0.9928378254380964,1.0000000110000002,1.393281688,1.0
cage8,1015,1015,11003,0.0106801912203644,10.840394088669951,3.1647915039403993,5.0,18.0,0.0,0.6433497536945813,0.1244805713227156,0.955665024630542,1.0000000000000009,1.333333333333333,1.0
cage9,3534,3534,41594,0.0033304091965862,11.76966610073571,3.751872130533055,3.0,23.0,0.0,0.6521411054518015,0.1191614776458441,0.9425580079230332,1.0000000000000009,1.4258644434490662,1.0
can_1054,1054,1054,12196,0.0109783277943606,11.571157495256166,5.58717044779971,6.0,35.0,0.0,1.0,0.0,0.0,35.0,35.0,1.0
can_1072,1072,1072,12444,0.010828553129873,11.60820895522388,5.6474013110702534,6.0,35.0,0.0,1.0,0.0,0.0,35.0,35.0,1.0
cavity05,1182,1182,32747,0.0234388644100308,27.704737732656515,14.45384607006633,8.0,62.0,0.2529610829103215,3.878567399886782,3.145392864875274,0.0685279187817258,18.93333333333324,18.93333333333324,0.907472440223532
cavity06,1182,1182,32747,0.0234388644100308,27.704737732656515,17.627417535143614,1.0,62.0,0.2529610829103215,3.8785673998867782,3.153970200379065,0.1785109983079526,25.412581702284744,28.138522949082866,0.907472440223532
cavity07,1182,1182,32747,0.0234388644100308,27.704737732656515,14.45384607006633,8.0,62.0,0.2529610829103215,3.8785673998867742,3.1842402063778343,0.0321489001692047,46.90038595837776,45.98604621999602,0.907472440223532
cavity08,1182,1182,32747,0.0234388644100308,27.704737732656515,17.627417535143614,1.0,62.0,0.2529610829103215,3.880500186704575,3.241463058227225,0.1573604060913705,56.33406267694514,63.019671736739426,0.907472440223532
cavity09,1182,1182,32747,0.0234388644100308,27.704737732656515,14.45384607006633,8.0,62.0,0.2529610829103215,3.885768311926833,3.3308799143954815,0.015228426395939,85.13934723253546,79.48746345032927,0.907472440223532
cavity10,2597,2597,76367,0.0113230084355797,29.405852907200615,14.9471695889218,8.0,62.0,0.2595302271852137,4.032524707995959,3.12688879960479,0.0465922217943781,18.903703703704544,18.90370370370454,0.9388479316982468
cavity11,2597,2597,76367,0.0113230084355797,29.405852907200615,17.184565513536555,1.0,62.0,0.2595302271852137,4.032524707995956,3.128855894860288,0.1266846361185983,23.02640269536237,23.35558251824716,0.9388479316982468
cavity12,2597,2597,76367,0.0113230084355797,29.405852907200615,14.9471695889218,8.0,62.0,0.2595302271852137,4.032524707995954,3.135160410841231,0.0284944166345783,37.07383883300762,34.10465797252865,0.9388479316982468
cavity13,2597,2597,76367,0.0113230084355797,29.405852907200615,17.184565513536555,1.0,62.0,0.2595302271852137,4.032524707995952,3.146590970078732,0.1159029649595687,39.6967913109044,45.95609599730219,0.9388479316982468
cavity14,2597,2597,76367,0.0113230084355797,29.405852907200615,14.9471695889218,8.0,62.0,0.2595302271852137,4.032627598783278,3.1641177411174546,0.0192529842125529,58.656484514838475,57.47688958058564,0.9388479316982468
cavity15,2597,2597,76367,0.0113230084355797,29.405852907200615,17.184565513536555,1.0,62.0,0.2595302271852137,4.034284499435959,3.187037865983785,0.1070465922217943,62.81283989134366,68.71718790424137,0.9388479316982468
